"target","Age","Attrition","DailyRate","DistanceFromHome","Education","EmployeeNumber","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
0,37.3490538244143,0,1562.96559430879,5.96567349124882,1.97864611144565,2064.57778808554,0.859358981900504,80.4963601880594,3.87731962064699,2.0489953198294,2.14770404649798,4202.37038760733,5340.26442576682,-1.89089449002051,22.9075469218179,4.0539338403643,3.06880407839037,0.767590727152066,11.1789533435404,3.36607130585549,2.1223075108765,-1.93430329283261,2.11117287979634,0.286722767127129,4.58663798962281
0,36.9326967186707,0,910.755397684225,17.2501516820506,3.42127179238127,200.211258509935,0.686449253683714,63.7850174223092,1.68336902903937,4.73629408842534,2.96384734102779,11162.3607094508,-15311.4664564007,-4.6659139462038,13.0820965806119,3.32569018902646,3.31385280742591,0.452941600031902,27.2089970933871,3.94011725830208,3.09183202773019,22.0626067962315,11.3110400628644,-0.0521859759552061,15.2572114343661
0,47.0585263908091,0,602.919689873356,7.27779396479075,3.37269943862443,395.146973137857,2.96331116563731,72.1832963192749,2.47576211081615,3.61306447985209,4.78466606894554,2061.20982392117,5311.40092694412,11.0564017317339,13.6901103476922,2.82061479184096,-0.100710246080899,2.46164355519817,14.8612295031599,1.66549381329664,3.41894800819962,1.41224087937666,12.1797555554747,7.38372758141956,9.34397024428131
0,28.7396354770184,0,983.127477667165,12.700769637294,3.2600580052922,397.507468096541,1.20600026192213,31.2310468717086,2.95832822087083,3.97384281734396,3.20154467768895,7642.25364190932,16314.4906395908,1.09829880195124,21.3468411688594,4.23870046352365,2.35121717827248,0.371095209395889,-0.705744231405566,0.454887632450445,3.27994368374074,5.62977613688016,2.17039790767982,2.77500254322246,5.53367323067968
0,47.3838263417681,0,962.408701990987,10.2598536831937,1.75573561544451,589.852559632295,3.45084442580842,80.3977906884471,0.685824019132712,0.688483160521911,3.74443947031002,-1792.75298318274,9324.65931322688,5.84700335444987,13.2678484021516,3.1983414330805,1.80500783240349,-0.785130446417448,10.7531515100353,5.12291254699706,2.3125133920499,-3.31912438739982,2.38125649508116,-0.188012284012431,1.99935266348762
0,17.6949612436379,0,798.549251346367,14.3554698063625,2.78339857015449,1468.11778099146,1.93833673507615,53.1674442051806,3.3861274173859,2.276301662998,4.44597112250641,2004.67202247517,3931.0625930102,1.97062101537434,8.58353173163738,3.17740189005415,3.34337925736507,0.368250465454737,12.9289487946276,5.83493383029199,2.43553853000331,8.92326594204046,2.18539224485969,1.86265619468306,3.6726330206079
0,46.0979341016983,0,668.908516625588,29.1200009368387,3.22406624800214,2126.96543300997,1.55621729057995,23.0861519260485,1.95810061979452,1.94908234868523,1.55049732481122,-5237.075281609,15633.6989025471,3.03729074924407,12.9871550220223,3.57815847919006,3.12515032305903,0.803435252534065,13.4370739702744,1.95524903906369,2.34997453936308,10.3060383022886,4.01212219040453,5.79876092658056,5.66150991399986
0,31.1155536510874,0,1425.42686481791,9.85521452504125,4.25365846463027,1607.62298985332,4.70949051608102,68.4916478830894,2.75537468971789,-0.324758087097419,2.9011987776328,-5841.96497924774,13331.5094705816,0.90007056445636,10.0660784736141,3.46241994602118,0.713696478755882,0.460023104886202,0.182889313725116,1.08050140780061,1.91483320201413,-2.25500383749498,6.20442335029466,-3.51117308182883,7.64144232866249
0,31.2286448443351,0,1170.88830289026,-6.90777933648478,1.32114620136719,2329.18773264014,4.71492867223503,87.1324924674984,0.927636031448176,1.08840637351344,3.86673044080341,-8003.94910835507,17916.810829715,-2.20019979616308,10.2603625453818,3.51733679348124,2.69574837910898,3.40891171852892,-3.49741788749391,3.51487223112856,3.53353081910362,2.16022058284694,-1.08146643429343,-0.632877510386733,2.68535837584908
0,31.8113411284616,0,905.331455424994,26.1690504295279,4.2325530958247,2373.72080547935,0.84376085677993,95.8771941358667,3.1432533023601,1.34293205275479,3.46907642207647,1960.28264621908,33401.4581328881,-1.18233215229095,8.64575205762872,3.07617803432163,2.3985171481162,0.834734643623178,13.6660275902322,3.22631583286861,3.97513072017654,16.0722901489052,10.0119267553479,6.52529929837594,9.29957278672756
